
METEOCLIMAT FANTOMON (MCL), 14 Avril
VOUS POUVEZ UTILISER CES DONNEES DE TEMPERATURE A CONDITION QUE CELA NE SOIT PAS COMMERCIAL.

Fantomon, 2020. Données de http://www.meteostats.bzh/index.php. Tous droits réservés.

FORMAT DU FICHIER (DONNEE MANQUANTE: -9999):

01-06 ID: Numéro ID de la station
08-15 DATE : Date YYYYMMDD
17-21 TN   : Température Minimale de la journée en 0,1°C
23-27 Q_TN : validité de la tn (0='valide'; 9='manquant')

Voici les données de Toulouse (Numéro d'identification du lieu: 9).
ALTITUDE: 151m
LATITUDE: 43°37'24"N           LONGITUDE: 01°22'42"E

    ID,    DATE,   TN, Q_TN
     9,17530707,-9999,    9
     9,18200111, -138,    0
     9,18291226, -103,    0
     9,18291227, -125,    0
     9,18291229, -150,    0
     9,18401217,  -80,    0
     9,18420108, -115,    0
     9,18441209, -100,    0
     9,18460707,-9999,    9
     9,18470214,  -68,    0
     9,18531130,  -42,    0
     9,18531230, -154,    0
     9,18531231, -150,    0
     9,18540101,  -70,    0
     9,18540215,  -89,    0
     9,18540302,  -10,    0
     9,18550120, -107,    0
     9,18550310,  -39,    0
     9,18550401,  -20,    0
     9,18580107,  -80,    0
     9,18780101,   16,    0
     9,18780102,  -28,    0
     9,18780103,  -15,    0
     9,18780104,   -4,    0
     9,18780105,    7,    0
     9,18780106,   56,    0
     9,18780107,   65,    0
     9,18780108,   17,    0
     9,18780109,    8,    0
     9,18780110,  -19,    0
     9,18780111,  -31,    0
     9,18780112,  -75,    0
     9,18780113,  -91,    0
     9,18780114,  -64,    0
     9,18780115,  -32,    0
     9,18780116,   14,    0
     9,18780117,   25,    0
     9,18780118,   34,    0
     9,18780119,   10,    0
     9,18780120,  -10,    0
     9,18780121,    3,    0
     9,18780122,  -16,    0
     9,18780123,    1,    0
     9,18780124,   56,    0
     9,18780125,   52,    0
     9,18780126,    1,    0
     9,18780127,    2,    0
     9,18780128,   24,    0
     9,18780129,   40,    0
     9,18780130,   -4,    0
     9,18780131,  -14,    0
     9,18780201,   -7,    0
     9,18780202,  -25,    0
     9,18780203,   -3,    0
     9,18780204,  -19,    0
     9,18780205,    4,    0
     9,18780206,  -14,    0
     9,18780207,    2,    0
     9,18780208,    8,    0
     9,18780209,  -16,    0
     9,18780210,   -6,    0
     9,18780211,   24,    0
     9,18780212,   74,    0
     9,18780213,   14,    0
     9,18780214,   74,    0
     9,18780215,   67,    0
     9,18780216,   55,    0
     9,18780217,   85,    0
     9,18780218,   90,    0
     9,18780219,   46,    0
     9,18780220,    4,    0
     9,18780221,   14,    0
     9,18780222,   15,    0
     9,18780223,   24,    0
     9,18780224,   25,    0
     9,18780225,   39,    0
     9,18780226,   18,    0
     9,18780227,   24,    0
     9,18780228,   64,    0
     9,18780301,   64,    0
     9,18780302,   34,    0
     9,18780303,   94,    0
     9,18780304,   56,    0
     9,18780305,   61,    0
     9,18780306,   65,    0
     9,18780307,   74,    0
     9,18780308,   75,    0
     9,18780309,   76,    0
     9,18780310,   46,    0
     9,18780311,   49,    0
     9,18780312,   24,    0
     9,18780313,   66,    0
     9,18780314,   -2,    0
     9,18780315,  -10,    0
     9,18780316,    6,    0
     9,18780317,  -32,    0
     9,18780318,  -20,    0
     9,18780319,   28,    0
     9,18780320,   66,    0
     9,18780321,   21,    0
     9,18780322,   26,    0
     9,18780323,   46,    0
     9,18780324,   10,    0
     9,18780325,    6,    0
     9,18780326,    5,    0
     9,18780327,   -6,    0
     9,18780328,   55,    0
     9,18780329,   76,    0
     9,18780330,    6,    0
     9,18780331,    0,    0
     9,18780401,   36,    0
     9,18780402,   62,    0
     9,18780403,   81,    0
     9,18780404,   85,    0
     9,18780405,   98,    0
     9,18780406,   87,    0
     9,18780407,   95,    0
     9,18780408,  122,    0
     9,18780409,  109,    0
     9,18780410,  100,    0
     9,18780411,  112,    0
     9,18780412,   84,    0
     9,18780413,   56,    0
     9,18780414,   54,    0
     9,18780415,   85,    0
     9,18780416,  104,    0
     9,18780417,   96,    0
     9,18780418,  108,    0
     9,18780419,  116,    0
     9,18780420,   64,    0
     9,18780421,   87,    0
     9,18780422,   76,    0
     9,18780423,   94,    0
     9,18780424,   78,    0
     9,18780425,   61,    0
     9,18780426,   94,    0
     9,18780427,   76,    0
     9,18780428,   64,    0
     9,18780429,  124,    0
     9,18780430,  114,    0
     9,18780501,  120,    0
     9,18780502,  109,    0
     9,18780503,  105,    0
     9,18780504,  115,    0
     9,18780505,  116,    0
     9,18780506,  126,    0
     9,18780507,  114,    0
     9,18780508,   88,    0
     9,18780509,  106,    0
     9,18780510,  115,    0
     9,18780511,  130,    0
     9,18780512,  119,    0
     9,18780513,  119,    0
     9,18780514,  114,    0
     9,18780515,  122,    0
     9,18780516,  146,    0
     9,18780517,  125,    0
     9,18780518,  156,    0
     9,18780519,  154,    0
     9,18780520,  132,    0
     9,18780521,  107,    0
     9,18780522,   86,    0
     9,18780523,   85,    0
     9,18780524,  144,    0
     9,18780525,   91,    0
     9,18780526,   85,    0
     9,18780527,   75,    0
     9,18780528,   98,    0
     9,18780529,   92,    0
     9,18780530,  106,    0
     9,18780531,  140,    0
     9,18780601,  126,    0
     9,18780602,  124,    0
     9,18780603,  146,    0
     9,18780604,  164,    0
     9,18780605,  144,    0
     9,18780606,  118,    0
     9,18780607,  114,    0
     9,18780608,  165,    0
     9,18780609,  162,    0
     9,18780610,  142,    0
     9,18780611,  166,    0
     9,18780612,  118,    0
     9,18780613,   98,    0
     9,18780614,  132,    0
     9,18780615,  120,    0
     9,18780616,  115,    0
     9,18780617,   84,    0
     9,18780618,  116,    0
     9,18780619,  114,    0
     9,18780620,   96,    0
     9,18780621,  112,    0
     9,18780622,  146,    0
     9,18780623,  166,    0
     9,18780624,  154,    0
     9,18780625,  160,    0
     9,18780626,  174,    0
     9,18780627,  156,    0
     9,18780628,  164,    0
     9,18780629,  138,    0
     9,18780630,  134,    0
     9,18780701,  145,    0
     9,18780702,  158,    0
     9,18780703,  136,    0
     9,18780704,  128,    0
     9,18780705,  116,    0
     9,18780706,  108,    0
     9,18780707,  164,    0
     9,18780708,  148,    0
     9,18780709,  154,    0
     9,18780710,  152,    0
     9,18780711,  145,    0
     9,18780712,  144,    0
     9,18780713,  126,    0
     9,18780714,  172,    0
     9,18780715,  181,    0
     9,18780716,  196,    0
     9,18780717,  208,    0
     9,18780718,  194,    0
     9,18780719,  226,    0
     9,18780720,  188,    0
     9,18780721,  198,    0
     9,18780722,  198,    0
     9,18780723,  184,    0
     9,18780724,  170,    0
     9,18780725,  145,    0
     9,18780726,  139,    0
     9,18780727,  164,    0
     9,18780728,  155,    0
     9,18780729,  148,    0
     9,18780730,  188,    0
     9,18780731,  168,    0
     9,18780801,  142,    0
     9,18780802,  172,    0
     9,18780803,  146,    0
     9,18780804,  166,    0
     9,18780805,  166,    0
     9,18780806,  195,    0
     9,18780807,  160,    0
     9,18780808,  172,    0
     9,18780809,  150,    0
     9,18780810,  195,    0
     9,18780811,  146,    0
     9,18780812,  125,    0
     9,18780813,  151,    0
     9,18780814,  169,    0
     9,18780815,  193,    0
     9,18780816,  168,    0
     9,18780817,  150,    0
     9,18780818,  142,    0
     9,18780819,  175,    0
     9,18780820,  140,    0
     9,18780821,  140,    0
     9,18780822,  152,    0
     9,18780823,  156,    0
     9,18780824,  162,    0
     9,18780825,  150,    0
     9,18780826,  172,    0
     9,18780827,  179,    0
     9,18780828,  181,    0
     9,18780829,  214,    0
     9,18780830,  179,    0
     9,18780831,  155,    0
     9,18780901,  141,    0
     9,18780902,  134,    0
     9,18780903,  105,    0
     9,18780904,  154,    0
     9,18780905,  176,    0
     9,18780906,  194,    0
     9,18780907,  172,    0
     9,18780908,  175,    0
     9,18780909,  172,    0
     9,18780910,  138,    0
     9,18780911,  128,    0
     9,18780912,  151,    0
     9,18780913,  175,    0
     9,18780914,  126,    0
     9,18780915,  104,    0
     9,18780916,  150,    0
     9,18780917,  122,    0
     9,18780918,  106,    0
     9,18780919,  146,    0
     9,18780920,  116,    0
     9,18780921,   90,    0
     9,18780922,   54,    0
     9,18780923,  146,    0
     9,18780924,   96,    0
     9,18780925,   84,    0
     9,18780926,  125,    0
     9,18780927,  138,    0
     9,18780928,   98,    0
     9,18780929,  114,    0
     9,18780930,  130,    0
     9,18781001,  139,    0
     9,18781002,  104,    0
     9,18781003,   70,    0
     9,18781004,  112,    0
     9,18781005,  134,    0
     9,18781006,  148,    0
     9,18781007,  138,    0
     9,18781008,  124,    0
     9,18781009,   88,    0
     9,18781010,  119,    0
     9,18781011,  108,    0
     9,18781012,   88,    0
     9,18781013,   62,    0
     9,18781014,   32,    0
     9,18781015,   64,    0
     9,18781016,  116,    0
     9,18781017,  156,    0
     9,18781018,  126,    0
     9,18781019,  102,    0
     9,18781020,  119,    0
     9,18781021,  126,    0
     9,18781022,  114,    0
     9,18781023,  110,    0
     9,18781024,  105,    0
     9,18781025,  130,    0
     9,18781026,   70,    0
     9,18781027,   70,    0
     9,18781028,   62,    0
     9,18781029,   84,    0
     9,18781030,   86,    0
     9,18781031,   40,    0
     9,18781101,   50,    0
     9,18781102,   36,    0
     9,18781103,   25,    0
     9,18781104,  -18,    0
     9,18781105,  -24,    0
     9,18781106,   16,    0
     9,18781107,   52,    0
     9,18781108,   54,    0
     9,18781109,   66,    0
     9,18781110,   -9,    0
     9,18781111,   22,    0
     9,18781112,   22,    0
     9,18781113,   18,    0
     9,18781114,   22,    0
     9,18781115,   24,    0
     9,18781116,   22,    0
     9,18781117,   35,    0
     9,18781118,   38,    0
     9,18781119,    0,    0
     9,18781120,   32,    0
     9,18781121,   16,    0
     9,18781122,   22,    0
     9,18781123,   -6,    0
     9,18781124,   87,    0
     9,18781125,  116,    0
     9,18781126,  127,    0
     9,18781127,  106,    0
     9,18781128,   69,    0
     9,18781129,   35,    0
     9,18781130,   35,    0
     9,18781201,   42,    0
     9,18781202,   44,    0
     9,18781203,    1,    0
     9,18781204,  -16,    0
     9,18781205,    0,    0
     9,18781206,   16,    0
     9,18781207,  -23,    0
     9,18781208,    6,    0
     9,18781209,    1,    0
     9,18781210,  -31,    0
     9,18781211,    0,    0
     9,18781212,  -68,    0
     9,18781213,  -32,    0
     9,18781214,   -8,    0
     9,18781215,    3,    0
     9,18781216,  -27,    0
     9,18781217,    3,    0
     9,18781218,    0,    0
     9,18781219,    4,    0
     9,18781220,   33,    0
     9,18781221,   13,    0
     9,18781222,  -11,    0
     9,18781223,   23,    0
     9,18781224,   30,    0
     9,18781225,   34,    0
     9,18781226,   48,    0
     9,18781227,   61,    0
     9,18781228,   53,    0
     9,18781229,   68,    0
     9,18781230,   83,    0
     9,18781231,   83,    0
     9,18790101,   64,    0
     9,18790102,   82,    0
     9,18790103,   32,    0
     9,18790104,   66,    0
     9,18790105,   18,    0
     9,18790106,   48,    0
     9,18790107,   44,    0
     9,18790108,   49,    0
     9,18790109,  -26,    0
     9,18790110,  -38,    0
     9,18790111,   30,    0
     9,18790112,  -17,    0
     9,18790113,  -30,    0
     9,18790114,  -26,    0
     9,18790115,   45,    0
     9,18790116,   16,    0
     9,18790117,   65,    0
     9,18790118,   56,    0
     9,18790119,   44,    0
     9,18790120,    3,    0
     9,18790121,   31,    0
     9,18790122,   66,    0
     9,18790123,   98,    0
     9,18790124,   82,    0
     9,18790125,   76,    0
     9,18790126,   43,    0
     9,18790127,   44,    0
     9,18790128,   53,    0
     9,18790129,   65,    0
     9,18790130,   54,    0
     9,18790131,    2,    0
     9,18790201,   26,    0
     9,18790202,   56,    0
     9,18790203,   76,    0
     9,18790204,   64,    0
     9,18790205,   35,    0
     9,18790206,   34,    0
     9,18790207,   63,    0
     9,18790208,   82,    0
     9,18790209,   84,    0
     9,18790210,  102,    0
     9,18790211,   76,    0
     9,18790212,   72,    0
     9,18790213,   72,    0
     9,18790214,   56,    0
     9,18790215,   44,    0
     9,18790216,   60,    0
     9,18790217,   57,    0
     9,18790218,   23,    0
     9,18790219,   24,    0
     9,18790220,   55,    0
     9,18790221,   43,    0
     9,18790222,   52,    0
     9,18790223,   17,    0
     9,18790224,   -9,    0
     9,18790225,   -2,    0
     9,18790226,  -16,    0
     9,18790227,   -5,    0
     9,18790228,   -5,    0
     9,18790301,   42,    0
     9,18790302,   11,    0
     9,18790303,   23,    0
     9,18790304,   43,    0
     9,18790305,   44,    0
     9,18790306,   24,    0
     9,18790307,   18,    0
     9,18790308,   65,    0
     9,18790309,   50,    0
     9,18790310,   40,    0
     9,18790311,   56,    0
     9,18790312,   61,    0
     9,18790313,   42,    0
     9,18790314,   17,    0
     9,18790315,    6,    0
     9,18790316,   64,    0
     9,18790317,   60,    0
     9,18790318,   70,    0
     9,18790319,   88,    0
     9,18790320,   96,    0
     9,18790321,   45,    0
     9,18790322,   66,    0
     9,18790323,   47,    0
     9,18790324,   64,    0
     9,18790325,   46,    0
     9,18790326,   53,    0
     9,18790327,   75,    0
     9,18790328,   40,    0
     9,18790329,   45,    0
     9,18790330,   65,    0
     9,18790331,   85,    0
     9,18790401,   78,    0
     9,18790402,   58,    0
     9,18790403,   46,    0
     9,18790404,   36,    0
     9,18790405,   33,    0
     9,18790406,   62,    0
     9,18790407,   95,    0
     9,18790408,   62,    0
     9,18790409,   56,    0
     9,18790410,   66,    0
     9,18790411,   57,    0
     9,18790412,   26,    0
     9,18790413,   -4,    0
     9,18790414,   37,    0
     9,18790415,   65,    0
     9,18790416,   44,    0
     9,18790417,   40,    0
     9,18790418,   42,    0
     9,18790419,   63,    0
     9,18790420,   86,    0
     9,18790421,   61,    0
     9,18790422,   55,    0
     9,18790423,   89,    0
     9,18790424,   75,    0
     9,18790425,   74,    0
     9,18790426,   76,    0
     9,18790427,   75,    0
     9,18790428,   66,    0
     9,18790429,   58,    0
     9,18790430,   56,    0
     9,18790501,   46,    0
     9,18790502,   55,    0
     9,18790503,   36,    0
     9,18790504,   35,    0
     9,18790505,   76,    0
     9,18790506,   46,    0
     9,18790507,   88,    0
     9,18790508,   40,    0
     9,18790509,   20,    0
     9,18790510,   43,    0
     9,18790511,   34,    0
     9,18790512,   57,    0
     9,18790513,   86,    0
     9,18790514,   72,    0
     9,18790515,   88,    0
     9,18790516,   63,    0
     9,18790517,   77,    0
     9,18790518,   82,    0
     9,18790519,   76,    0
     9,18790520,   84,    0
     9,18790521,   74,    0
     9,18790522,   86,    0
     9,18790523,  125,    0
     9,18790524,   95,    0
     9,18790525,   76,    0
     9,18790526,  105,    0
     9,18790527,   63,    0
     9,18790528,   66,    0
     9,18790529,   43,    0
     9,18790530,  113,    0
     9,18790531,  101,    0
     9,18790601,   95,    0
     9,18790602,   94,    0
     9,18790603,  123,    0
     9,18790604,  118,    0
     9,18790605,  165,    0
     9,18790606,  106,    0
     9,18790607,  142,    0
     9,18790608,  126,    0
     9,18790609,  112,    0
     9,18790610,  117,    0
     9,18790611,  142,    0
     9,18790612,  151,    0
     9,18790613,  127,    0
     9,18790614,  127,    0
     9,18790615,  149,    0
     9,18790616,  146,    0
     9,18790617,  117,    0
     9,18790618,  121,    0
     9,18790619,  132,    0
     9,18790620,  160,    0
     9,18790621,  134,    0
     9,18790622,  142,    0
     9,18790623,  144,    0
     9,18790624,  145,    0
     9,18790625,  138,    0
     9,18790626,  119,    0
     9,18790627,  158,    0
     9,18790628,  188,    0
     9,18790629,  180,    0
     9,18790630,  163,    0
     9,18790701,  163,    0
     9,18790702,  124,    0
     9,18790703,  105,    0
     9,18790704,  142,    0
     9,18790705,  101,    0
     9,18790706,  105,    0
     9,18790707,  122,    0
     9,18790708,  147,    0
     9,18790709,  143,    0
     9,18790710,  124,    0
     9,18790711,  108,    0
     9,18790712,  102,    0
     9,18790713,  141,    0
     9,18790714,  113,    0
     9,18790715,  108,    0
     9,18790716,   96,    0
     9,18790717,  142,    0
     9,18790718,  138,    0
     9,18790719,  148,    0
     9,18790720,  144,    0
     9,18790721,  129,    0
     9,18790722,  113,    0
     9,18790723,  114,    0
     9,18790724,  146,    0
     9,18790725,  132,    0
     9,18790726,  167,    0
     9,18790727,  153,    0
     9,18790728,  133,    0
     9,18790729,  176,    0
     9,18790730,  160,    0
     9,18790731,  167,    0
     9,18790801,  185,    0
     9,18790802,  180,    0
     9,18790803,  198,    0
     9,18790804,  180,    0
     9,18790805,  160,    0
     9,18790806,  171,    0
     9,18790807,  125,    0
     9,18790808,  134,    0
     9,18790809,  152,    0
     9,18790810,  166,    0
     9,18790811,  143,    0
     9,18790812,  182,    0
     9,18790813,  188,    0
     9,18790814,  186,    0
     9,18790815,  170,    0
     9,18790816,  171,    0
     9,18790817,  124,    0
     9,18790818,  108,    0
     9,18790819,  175,    0
     9,18790820,  181,    0
     9,18790821,  212,    0
     9,18790822,  186,    0
     9,18790823,  154,    0
     9,18790824,  174,    0
     9,18790825,  150,    0
     9,18790826,  158,    0
     9,18790827,  145,    0
     9,18790828,  166,    0
     9,18790829,  166,    0
     9,18790830,  174,    0
     9,18790831,  175,    0
     9,18790901,  152,    0
     9,18790902,  162,    0
     9,18790903,  166,    0
     9,18790904,  190,    0
     9,18790905,  170,    0
     9,18790906,  155,    0
     9,18790907,  130,    0
     9,18790908,  160,    0
     9,18790909,  112,    0
     9,18790910,  119,    0
     9,18790911,  100,    0
     9,18790912,  108,    0
     9,18790913,  155,    0
     9,18790914,  175,    0
     9,18790915,  150,    0
     9,18790916,  116,    0
     9,18790917,  130,    0
     9,18790918,  136,    0
     9,18790919,  168,    0
     9,18790920,  156,    0
     9,18790921,  142,    0
     9,18790922,  133,    0
     9,18790923,  120,    0
     9,18790924,  112,    0
     9,18790925,   96,    0
     9,18790926,   74,    0
     9,18790927,   82,    0
     9,18790928,   69,    0
     9,18790929,   70,    0
     9,18790930,   78,    0
     9,18791001,  100,    0
     9,18791002,  144,    0
     9,18791003,  100,    0
     9,18791004,   55,    0
     9,18791005,   73,    0
     9,18791006,   94,    0
     9,18791007,  150,    0
     9,18791008,  124,    0
     9,18791009,   96,    0
     9,18791010,  108,    0
     9,18791011,   92,    0
     9,18791012,   82,    0
     9,18791013,  104,    0
     9,18791014,  114,    0
     9,18791015,   74,    0
     9,18791016,   45,    0
     9,18791017,   18,    0
     9,18791018,   28,    0
     9,18791019,   83,    0
     9,18791020,   90,    0
     9,18791021,   88,    0
     9,18791022,   90,    0
     9,18791023,   88,    0
     9,18791024,  110,    0
     9,18791025,  105,    0
     9,18791026,   78,    0
     9,18791027,  119,    0
     9,18791028,  146,    0
     9,18791029,  125,    0
     9,18791030,  110,    0
     9,18791031,  107,    0
     9,18791101,   93,    0
     9,18791102,   75,    0
     9,18791103,   20,    0
     9,18791104,    2,    0
     9,18791105,   -6,    0
     9,18791106,   15,    0
     9,18791107,   28,    0
     9,18791108,   24,    0
     9,18791109,   49,    0
     9,18791110,   69,    0
     9,18791111,   52,    0
     9,18791112,   92,    0
     9,18791113,   42,    0
     9,18791114,   38,    0
     9,18791115,  -24,    0
     9,18791116,  -50,    0
     9,18791117,  -43,    0
     9,18791118,   -9,    0
     9,18791119,   50,    0
     9,18791120,   33,    0
     9,18791121,    9,    0
     9,18791122,   35,    0
     9,18791123,   78,    0
     9,18791124,   48,    0
     9,18791125,   34,    0
     9,18791126,   50,    0
     9,18791127,   49,    0
     9,18791128,   45,    0
     9,18791129,   61,    0
     9,18791130,   40,    0
     9,18791201,   -1,    0
     9,18791202,  -13,    0
     9,18791203,  -10,    0
     9,18791204,   69,    0
     9,18791205,   23,    0
     9,18791206,  -39,    0
     9,18791207,  -26,    0
     9,18791208,  -90,    0
     9,18791209,  -84,    0
     9,18791210, -102,    0
     9,18791211,  -84,    0
     9,18791212,  -79,    0
     9,18791213,  -64,    0
     9,18791214,  -41,    0
     9,18791215,  -72,    0
     9,18791216,  -85,    0
     9,18791217,  -43,    0
     9,18791218,  -46,    0
     9,18791219,  -38,    0
     9,18791220,  -39,    0
     9,18791221,  -33,    0
     9,18791222,  -44,    0
     9,18791223,  -42,    0
     9,18791224,  -47,    0
     9,18791225,  -24,    0
     9,18791226,  -46,    0
     9,18791227,  -48,    0
     9,18791228,  -54,    0
     9,18791229,  -57,    0
     9,18791230,    0,    0
     9,18791231,    0,    0
     9,18800101,    4,    0
     9,18800102,   25,    0
     9,18800103,   40,    0
     9,18800104,   12,    0
     9,18800105,    6,    0
     9,18800106,    3,    0
     9,18800107,    4,    0
     9,18800108,  -34,    0
     9,18800109,  -46,    0
     9,18800110,  -52,    0
     9,18800111,  -11,    0
     9,18800112,  -32,    0
     9,18800113,  -31,    0
     9,18800114,  -41,    0
     9,18800115,   -1,    0
     9,18800116,   -7,    0
     9,18800117,  -34,    0
     9,18800118,  -40,    0
     9,18800119,  -27,    0
     9,18800120,  -47,    0
     9,18800121,  -62,    0
     9,18800122,  -71,    0
     9,18800123,  -65,    0
     9,18800124,  -65,    0
     9,18800125,  -55,    0
     9,18800126,    8,    0
     9,18800127,  -19,    0
     9,18800128,  -36,    0
     9,18800129,   18,    0
     9,18800130,   43,    0
     9,18800131,   44,    0
     9,18800201,   40,    0
     9,18800202,   -2,    0
     9,18800203,    5,    0
     9,18800204,   -6,    0
     9,18800205,   -6,    0
     9,18800206,   -8,    0
     9,18800207,    6,    0
     9,18800208,   63,    0
     9,18800209,   16,    0
     9,18800210,   42,    0
     9,18800211,   63,    0
     9,18800212,   37,    0
     9,18800213,   42,    0
     9,18800214,   13,    0
     9,18800215,   17,    0
     9,18800216,   76,    0
     9,18800217,  113,    0
     9,18800218,   48,    0
     9,18800219,   43,    0
     9,18800220,   52,    0
     9,18800221,   62,    0
     9,18800222,   91,    0
     9,18800223,   45,    0
     9,18800224,   35,    0
     9,18800225,   42,    0
     9,18800226,    8,    0
     9,18800227,   13,    0
     9,18800228,   12,    0
     9,18800229,   -3,    0
     9,18800301,   -6,    0
     9,18800302,   61,    0
     9,18800303,   35,    0
     9,18800304,   39,    0
     9,18800305,  102,    0
     9,18800306,   54,    0
     9,18800307,   81,    0
     9,18800308,   80,    0
     9,18800309,   62,    0
     9,18800310,  104,    0
     9,18800311,   52,    0
     9,18800312,   50,    0
     9,18800313,   66,    0
     9,18800314,   88,    0
     9,18800315,   63,    0
     9,18800316,   81,    0
     9,18800317,   96,    0
     9,18800318,   93,    0
     9,18800319,   71,    0
     9,18800320,   52,    0
     9,18800321,   34,    0
     9,18800322,   72,    0
     9,18800323,   54,    0
     9,18800324,   74,    0
     9,18800325,   75,    0
     9,18800326,   97,    0
     9,18800327,   67,    0
     9,18800328,   62,    0
     9,18800329,   32,    0
     9,18800330,   67,    0
     9,18800331,   57,    0
     9,18800401,   77,    0
     9,18800402,   63,    0
     9,18800403,   82,    0
     9,18800404,  121,    0
     9,18800405,   67,    0
     9,18800406,   66,    0
     9,18800407,   44,    0
     9,18800408,   47,    0
     9,18800409,   38,    0
     9,18800410,   43,    0
     9,18800411,   52,    0
     9,18800412,   33,    0
     9,18800413,   53,    0
     9,18800414,   84,    0
     9,18800415,  116,    0
     9,18800416,   62,    0
     9,18800417,   61,    0
     9,18800418,   67,    0
     9,18800419,   55,    0
     9,18800420,   90,    0
     9,18800421,   78,    0
     9,18800422,   56,    0
     9,18800423,   73,    0
     9,18800424,   83,    0
     9,18800425,   87,    0
     9,18800426,   96,    0
     9,18800427,   62,    0
     9,18800428,   51,    0
     9,18800429,   32,    0
     9,18800430,   55,    0
     9,18800501,   57,    0
     9,18800502,   73,    0
     9,18800503,   72,    0
     9,18800504,   65,    0
     9,18800505,   65,    0
     9,18800506,   92,    0
     9,18800507,  101,    0
     9,18800508,   52,    0
     9,18800509,   71,    0
     9,18800510,   47,    0
     9,18800511,   53,    0
     9,18800512,   85,    0
     9,18800513,   62,    0
     9,18800514,   72,    0
     9,18800515,   98,    0
     9,18800516,  148,    0
     9,18800517,  137,    0
     9,18800518,  135,    0
     9,18800519,   86,    0
     9,18800520,   56,    0
     9,18800521,  104,    0
     9,18800522,  102,    0
     9,18800523,   99,    0
     9,18800524,   92,    0
     9,18800525,  126,    0
     9,18800526,  133,    0
     9,18800527,  142,    0
     9,18800528,  122,    0
     9,18800529,   93,    0
     9,18800530,   72,    0
     9,18800531,   72,    0
     9,18800601,  125,    0
     9,18800602,   98,    0
     9,18800603,   92,    0
     9,18800604,   96,    0
     9,18800605,  104,    0
     9,18800606,   87,    0
     9,18800607,   88,    0
     9,18800608,  116,    0
     9,18800609,  117,    0
     9,18800610,  116,    0
     9,18800611,  113,    0
     9,18800612,   92,    0
     9,18800613,   95,    0
     9,18800614,  131,    0
     9,18800615,   93,    0
     9,18800616,   95,    0
     9,18800617,  124,    0
     9,18800618,  125,    0
     9,18800619,  126,    0
     9,18800620,  135,    0
     9,18800621,  121,    0
     9,18800622,  130,    0
     9,18800623,  117,    0
     9,18800624,  121,    0
     9,18800625,  102,    0
     9,18800626,  127,    0
     9,18800627,  134,    0
     9,18800628,  133,    0
     9,18800629,  143,    0
     9,18800630,  162,    0
     9,18800701,  149,    0
     9,18800702,  168,    0
     9,18800703,  178,    0
     9,18800704,  152,    0
     9,18800705,  121,    0
     9,18800706,  142,    0
     9,18800707,  141,    0
     9,18800708,  155,    0
     9,18800709,  138,    0
     9,18800710,  133,    0
     9,18800711,  149,    0
     9,18800712,  155,    0
     9,18800713,  144,    0
     9,18800714,  156,    0
     9,18800715,  161,    0
     9,18800716,  185,    0
     9,18800717,  170,    0
     9,18800718,  165,    0
     9,18800719,  178,    0
     9,18800720,  188,    0
     9,18800721,  188,    0
     9,18800722,  160,    0
     9,18800723,  128,    0
     9,18800724,  144,    0
     9,18800725,  182,    0
     9,18800726,  189,    0
     9,18800727,  156,    0
     9,18800728,  155,    0
     9,18800729,  174,    0
     9,18800730,  174,    0
     9,18800731,  168,    0
     9,18800801,  128,    0
     9,18800802,  145,    0
     9,18800803,  131,    0
     9,18800804,  136,    0
     9,18800805,  123,    0
     9,18800806,  164,    0
     9,18800807,  143,    0
     9,18800808,  161,    0
     9,18800809,  136,    0
     9,18800810,  136,    0
     9,18800811,  130,    0
     9,18800812,  128,    0
     9,18800813,  134,    0
     9,18800814,  165,    0
     9,18800815,  174,    0
     9,18800816,  165,    0
     9,18800817,  154,    0
     9,18800818,  162,    0
     9,18800819,  184,    0
     9,18800820,  175,    0
     9,18800821,  202,    0
     9,18800822,  161,    0
     9,18800823,  170,    0
     9,18800824,  146,    0
     9,18800825,  155,    0
     9,18800826,  153,    0
     9,18800827,  144,    0
     9,18800828,  162,    0
     9,18800829,  153,    0
     9,18800830,  171,    0
     9,18800831,  168,    0
     9,18800901,  153,    0
     9,18800902,  143,    0
     9,18800903,  156,    0
     9,18800904,  197,    0
     9,18800905,  185,    0
     9,18800906,  184,    0
     9,18800907,  194,    0
     9,18800908,  174,    0
     9,18800909,  152,    0
     9,18800910,  144,    0
     9,18800911,  158,    0
     9,18800912,  126,    0
     9,18800913,  183,    0
     9,18800914,  120,    0
     9,18800915,  135,    0
     9,18800916,  102,    0
     9,18800917,  113,    0
     9,18800918,  122,    0
     9,18800919,  114,    0
     9,18800920,  158,    0
     9,18800921,  152,    0
     9,18800922,  157,    0
     9,18800923,  103,    0
     9,18800924,  138,    0
     9,18800925,  128,    0
     9,18800926,  147,    0
     9,18800927,  116,    0
     9,18800928,  115,    0
     9,18800929,   77,    0
     9,18800930,  107,    0
     9,18801001,  107,    0
     9,18801002,  117,    0
     9,18801003,  117,    0
     9,18801004,  117,    0
     9,18801005,  174,    0
     9,18801006,  175,    0
     9,18801007,  161,    0
     9,18801008,  122,    0
     9,18801009,   82,    0
     9,18801010,   75,    0
     9,18801011,   95,    0
     9,18801012,  111,    0
     9,18801013,   43,    0
     9,18801014,   46,    0
     9,18801015,   54,    0
     9,18801016,  102,    0
     9,18801017,  136,    0
